"caso_id","llamante_descripcion","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_id"
"296645","Víctima","Femenino","No hay niñas/os","Física y psicológica","25","18 a 29 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-04-15 02:20:00","Ciudad Autónoma de Buenos Aires","02"
"296646","Vecina/o","Femenino","Otra/o no familiar","Física y psicológica","20","18 a 29 años","Femenino","2","1","Masculino","Pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-04-15 10:10:00","Ciudad Autónoma de Buenos Aires","02"
"296647","Familiar","Femenino","Otra/o familiar","Psicológica","Sin dato","Sin dato","Femenino","5","2","NS/NC","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-04-15 09:40:00","Ciudad Autónoma de Buenos Aires","02"
"296648","Víctima","Femenino","Sin datos","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","NS/NC","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-04-15 10:45:00","Ciudad Autónoma de Buenos Aires","02"
"296649","Víctima","Femenino","Sin datos","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Hermano/a","Llamante solicitó información y/o orientación","2019-04-15 11:00:00","Ciudad Autónoma de Buenos Aires","02"
"296650","Comisaría","Femenino","Madre","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-04-15 11:00:00","Ciudad Autónoma de Buenos Aires","02"
"296651","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-04-15 10:40:00","Ciudad Autónoma de Buenos Aires","02"
"296652","Víctima","Femenino","Madre","Psicológica","46","40 a 49 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-04-15 11:00:00","Ciudad Autónoma de Buenos Aires","02"
"296653","Otra Institución","Femenino","No hay niñas/os","Física y psicológica","30","30 a 39 años","Femenino","1","1","Masculino","Ex pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-04-15 11:45:00","Ciudad Autónoma de Buenos Aires","02"
"296654","Familiar","Masculino","Otra/o familiar","Física y psicológica","5","0 a 5 años","Masculino","1","1","NS/NC","NS/NC","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-04-15 12:05:00","Ciudad Autónoma de Buenos Aires","02"
"296655","Vecina/o","Masculino","Otra/o no familiar",,"13","12 a 17 años","Femenino","3","1","Masculino","Padrastro","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-04-15 23:45:00","Ciudad Autónoma de Buenos Aires","02"
"296656","Familiar","Femenino","Sin datos","Psicológica","27","18 a 29 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-04-15 12:40:00","Ciudad Autónoma de Buenos Aires","02"
"296657","Agresor/a","Femenino","Sin datos","Psicológica","Sin dato","Sin dato","Femenino","1","1","Femenino","Otro/a no conviviente","Llamante solicitó información y/o orientación","2019-04-15 14:25:00","Ciudad Autónoma de Buenos Aires","02"
"296658","Hospital","Femenino","Otra/o no familiar","Psicológica","26","18 a 29 años","Femenino","2","1","Masculino","Ex pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-04-15 15:00:00","Ciudad Autónoma de Buenos Aires","02"
"296659","Otro/a Particular","Femenino","Otra/o no familiar","Física y psicológica","20","18 a 29 años","Femenino","2","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-04-15 16:00:00","Ciudad Autónoma de Buenos Aires","02"
"296660","Comisaría","Femenino","Otra/o no familiar","Psicológica","Sin dato","Sin dato","Femenino","2","2","Femenino","Otro/a conviviente","Llamante solicitó información y/o orientación","2019-04-15 16:10:00","Ciudad Autónoma de Buenos Aires","02"
"296661","Vecina/o","Femenino","Otra/o no familiar","Psicológica","Sin dato","Sin dato","Masculino","3","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-04-15 13:45:00","Ciudad Autónoma de Buenos Aires","02"
"296662","Víctima","Femenino","Otra/o familiar","Física y psicológica","Sin dato","Sin dato","Femenino","2","2","Masculino","Madre","Llamante solicitó información y/o orientación","2019-04-15 14:15:00","Ciudad Autónoma de Buenos Aires","02"
"296663","Comisaría","Femenino","No hay niñas/os","Física y psicológica","18","18 a 29 años","Femenino","1","1","Masculino","Pareja","No había móviles y/o Equipos para realizar la intervención","2019-04-15 16:45:00","Ciudad Autónoma de Buenos Aires","02"
"296664","Familiar","Femenino","Otra/o familiar","Física y psicológica","55","50 a 59 años","Femenino","5","1","Masculino","Hijo/a","Llamante solicitó información y/o orientación","2019-04-15 14:40:00","Ciudad Autónoma de Buenos Aires","02"
"296665","Familiar","Femenino","Otra/o familiar","Física y psicológica","11","6 a 11 años","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-04-15 17:45:00","Ciudad Autónoma de Buenos Aires","02"
"296666","Víctima","Femenino","Madre","Física y psicológica","38","30 a 39 años","Masculino","2","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-04-15 16:25:00","Ciudad Autónoma de Buenos Aires","02"
"296667","Comisaría","Masculino","Otra/o no familiar","Psicológica","54","50 a 59 años","Femenino","3","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-04-15 18:30:00","Ciudad Autónoma de Buenos Aires","02"
"296668","Víctima","Femenino","Madre","Psicológica","Sin dato","Sin dato","Femenino","3","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-04-15 19:10:00","Ciudad Autónoma de Buenos Aires","02"
"296669","Víctima","Femenino","No hay niñas/os","Psicológica","73","Más de 60 años","Femenino","2","1","Masculino","Madre","La víctima no aceptó la intervención del Equipo Móvil","2019-04-15 19:10:00","Ciudad Autónoma de Buenos Aires","02"
"296670","Comisaría","Femenino","Sin datos","Psicológica","45","40 a 49 años","Masculino","1","1","Masculino","Otro/a no conviviente","Llamante solicitó información y/o orientación","2019-04-15 21:00:00","Ciudad Autónoma de Buenos Aires","02"
"296671","Víctima","Femenino","Madre","Física y psicológica","37","30 a 39 años","Femenino","3","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-04-15 21:40:00","Ciudad Autónoma de Buenos Aires","02"
"296672","Comisaría","Femenino","No hay niñas/os","Física y psicológica","30","30 a 39 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-04-15 23:20:00","Ciudad Autónoma de Buenos Aires","02"
"296673","Comisaría","Masculino","Sin datos","Psicológica","40","40 a 49 años","Femenino","1","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-04-16 23:00:00","Ciudad Autónoma de Buenos Aires","02"
"296674","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-04-16 04:25:00","Ciudad Autónoma de Buenos Aires","02"
"296675","Comisaría","Masculino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","Transgénero","2","2","Transgénero","Padre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-04-16 05:40:00","Ciudad Autónoma de Buenos Aires","02"
"296676","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-04-16 08:15:00","Ciudad Autónoma de Buenos Aires","02"
"296677","Otro/a Particular","Femenino","Otra/o no familiar","Psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-04-16 09:40:00","Ciudad Autónoma de Buenos Aires","02"
"296678","Víctima","Femenino","No hay niñas/os","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-04-16 10:00:00","Ciudad Autónoma de Buenos Aires","02"
"296679","Vecina/o","Masculino","No hay niñas/os","Física y psicológica","Sin dato","Sin dato","Masculino","1","1","Masculino","Otro/a no conviviente","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-04-16 10:40:00","Ciudad Autónoma de Buenos Aires","02"
"296680","Víctima","Femenino","Madre","Física y psicológica","43","40 a 49 años","Femenino","1","1","Masculino","Pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-04-16 11:30:00","Ciudad Autónoma de Buenos Aires","02"
"296681","Víctima","Femenino","Otra/o familiar","Psicológica","19","18 a 29 años","Masculino","1","1","Femenino","Hermano/a","Llamante solicitó información y/o orientación","2019-04-16 12:00:00","Ciudad Autónoma de Buenos Aires","02"
"296682","Otra Institución","Femenino","Otra/o no familiar","Psicológica","22","18 a 29 años","Masculino","1","1","Femenino","Ex pareja","No había móviles y/o Equipos para realizar la intervención","2019-04-16 12:35:00","Ciudad Autónoma de Buenos Aires","02"
"296683","Familiar","Femenino","Otra/o familiar","Física y psicológica","Sin dato","Sin dato","Masculino","4","1","Masculino","Ex pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-04-16 12:30:00","Ciudad Autónoma de Buenos Aires","02"
"296684","Familiar","Femenino","Otra/o familiar","Física y psicológica","Sin dato","Sin dato","Masculino","4","1","Masculino","Ex pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-04-16 12:30:00","Ciudad Autónoma de Buenos Aires","02"
"296685","Comisaría","Femenino","Otra/o familiar","Física y psicológica","22","18 a 29 años","Femenino","1","1","Masculino","Pareja","No había móviles y/o Equipos para realizar la intervención","2019-04-16 12:30:00","Ciudad Autónoma de Buenos Aires","02"
"296686","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","Femenino","2","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-04-16 11:30:00","Ciudad Autónoma de Buenos Aires","02"
"296687","Comisaría","Femenino","No hay niñas/os","Física y psicológica","25","18 a 29 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-04-16 01:20:00","Ciudad Autónoma de Buenos Aires","02"
"296688","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","27","18 a 29 años","Femenino","6","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-04-16 14:15:00","Ciudad Autónoma de Buenos Aires","02"
"296689","Víctima","Femenino","Madre","Psicológica","Sin dato","Sin dato","Femenino","3","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-04-16 16:15:00","Ciudad Autónoma de Buenos Aires","02"
"296690","Víctima","Femenino","Madre","Psicológica","41","40 a 49 años","Femenino","4","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-04-16 16:00:00","Ciudad Autónoma de Buenos Aires","02"
"296691","Familiar","Femenino","Otra/o familiar","Física y psicológica","11","6 a 11 años","Masculino","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2019-04-16 14:05:00","Ciudad Autónoma de Buenos Aires","02"
"296692","Familiar","Masculino","Padre","Física y psicológica","5","0 a 5 años","Femenino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-04-16 15:10:00","Ciudad Autónoma de Buenos Aires","02"
"296693","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-04-16 16:45:00","Ciudad Autónoma de Buenos Aires","02"
"296694","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-04-16 04:20:00","Ciudad Autónoma de Buenos Aires","02"
"296695","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","36","30 a 39 años","Femenino","4","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-04-16 19:00:00","Ciudad Autónoma de Buenos Aires","02"
"296696","Víctima","Femenino","Madre","Física y psicológica","40","40 a 49 años","Femenino","3","1","Masculino","Ex pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-04-16 21:10:00","Ciudad Autónoma de Buenos Aires","02"
"296697","Vecina/o","Femenino","Sin datos","Psicológica","Sin dato","Sin dato","NS/NC","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2019-04-16 21:40:00","Ciudad Autónoma de Buenos Aires","02"
"296698","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","23","18 a 29 años","Femenino","2","1","Masculino","Pareja","No había móviles y/o Equipos para realizar la intervención","2019-04-17 02:10:00","Ciudad Autónoma de Buenos Aires","02"
"296699","Comisaría","Masculino","No hay niñas/os","Física y psicológica","56","50 a 59 años","Masculino","1","1","Masculino","Otro/a conviviente","No había móviles y/o Equipos para realizar la intervención","2019-04-17 03:00:00","Ciudad Autónoma de Buenos Aires","02"
"296700","Comisaría","Femenino","No hay niñas/os","Física y psicológica","34","30 a 39 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-04-17 03:40:00","Ciudad Autónoma de Buenos Aires","02"
"296701","Víctima","Femenino","Madre","Psicológica","26","18 a 29 años","Femenino","2","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-04-17 10:05:00","Ciudad Autónoma de Buenos Aires","02"
"296702","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-04-17 10:45:00","Ciudad Autónoma de Buenos Aires","02"
"296703","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-04-17 11:10:00","Ciudad Autónoma de Buenos Aires","02"
"296704","Otra/o sobre una situación de conflicto familiar","Masculino","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-04-17 09:00:00","Ciudad Autónoma de Buenos Aires","02"
"296705","Otra/o sobre una situación de conflicto familiar","Masculino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-04-17 10:20:00","Ciudad Autónoma de Buenos Aires","02"
